2024 RANK,2023 RANK,Institution Name - WRONG,Institution Name,Country Code,Country,SIZE,FOCUS,RES.,AGE,STATUS,Academic Reputation Score,Academic Reputation Rank,Employer Reputation Score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,Citations per Faculty Score,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,Overall SCORE
691-700,541-550,V. N. Karazin Kharkiv National University,National University of Kharkiv,UA,Ukraine,L,FC,HI,5.0,A,2023-06-12 00:00:00,601+,2023-09-17 00:00:00,491,66,204,2023-04-01 00:00:00,701+,2023-01-03 00:00:00,701+,58.8,257,2023-06-01 00:00:00,701+,2023-09-09 00:00:00,701+,2023-01-01 00:00:00,701+,-
701-710,521-530,Altai State University,Altai State University,RU,Russia,M,FO,VH,4.0,A,10,601+,2023-07-03 00:00:00,601+,84.4,110,2023-04-01 00:00:00,701+,2023-07-06 00:00:00,701+,69.9,212,1,701+,2023-06-07 00:00:00,701+,2023-01-06 00:00:00,701+,-
701-710,801-1000,Czech University of Life Sciences in Prague,Czech University of Life Sciences Prague,CZ,Czech Republic,L,FO,VH,5.0,A,11,601+,2023-08-08 00:00:00,601+,2023-02-09 00:00:00,701+,2023-05-09 00:00:00,701+,2023-06-26 00:00:00,514,64.5,233,54.7,288,2023-04-09 00:00:00,701+,35.8,393=,-
701-710,701-750,Eötvös Loránd University,Eötvös Loránd University,HU,Hungary,L,CO,VH,5.0,A,2023-09-23 00:00:00,359,2023-08-16 00:00:00,515,2023-02-13 00:00:00,701+,2023-08-07 00:00:00,701+,5,701+,2023-03-11 00:00:00,685,2023-01-31 00:00:00,452,2023-08-30 00:00:00,248,2023-02-10 00:00:00,667=,-
701-710,751-800,Universidade de Santiago de Compostela,University of Santiago de Compostela,ES,Spain,L,CO,VH,5.0,A,2023-05-23 00:00:00,368,2023-03-10 00:00:00,601+,13,701+,2023-01-16 00:00:00,618,2023-08-02 00:00:00,701+,6,701+,38,394,2023-01-08 00:00:00,701+,2023-02-23 00:00:00,511=,-
711-720,801-1000,Istanbul University,Istanbul University,TR,Turkey,XL,FC,HI,5.0,A,2023-04-26 00:00:00,333,2023-01-19 00:00:00,469,3,701+,2023-02-04 00:00:00,701+,2023-04-06 00:00:00,701+,2023-07-15 00:00:00,606,36.1,411,34.7,220,2023-04-03 00:00:00,701+,-
711-720,801-1000,Université de Rennes 1 (University of Rennes),University of Rennes 1,FR,France,L,FO,VH,5.0,A,2023-08-15 00:00:00,550,4,601+,2023-02-12 00:00:00,701+,25,487,2023-06-12 00:00:00,701+,2023-01-12 00:00:00,677,57.3,265,2023-04-07 00:00:00,701+,2023-04-13 00:00:00,631=,-
711-720,701-750,University of Westminster,University of Westminster,UK,United Kingdom,L,CO,HI,3.0,A,2023-09-12 00:00:00,601+,2023-07-06 00:00:00,601+,2023-09-05 00:00:00,701+,6,701+,78.4,235,100,28,2023-09-01 00:00:00,701+,2023-03-16 00:00:00,515,2023-09-01 00:00:00,701+,-
721-730,801-1000,Universita' Politecnica delle Marche,Marche Polytechnic University,IT,Italy,M,FO,VH,4.0,A,6,601+,2023-08-02 00:00:00,601+,11,701+,49.1,273,2023-09-03 00:00:00,701+,2023-08-04 00:00:00,701+,40.9,369,2023-09-06 00:00:00,701+,2023-05-06 00:00:00,701+,-
721-730,751-800,Université Côte d\'Azur,Côte d'Azur University,FR,France,XL,FC,VH,1.0,A,2023-08-15 00:00:00,551,3,601+,2023-02-05 00:00:00,701+,2023-08-21 00:00:00,530,32.8,467,39.7,345,42.6,356,2023-08-07 00:00:00,701+,2023-06-05 00:00:00,701+,-
721-730,801-1000,Université de Lorraine,University of Lorraine,FR,France,XL,FO,VH,5.0,A,2023-07-13 00:00:00,601+,2023-06-03 00:00:00,601+,2023-04-06 00:00:00,701+,2023-04-11 00:00:00,701+,2023-09-28 00:00:00,496,2023-04-28 00:00:00,438,93.1,63,2023-02-10 00:00:00,701+,2023-02-17 00:00:00,574=,-
721-730,1001-1200,University of Belgrade,University of Belgrade,RS,Serbia,XL,FC,VH,5.0,A,2023-08-17 00:00:00,501,2023-02-05 00:00:00,601+,2023-03-04 00:00:00,701+,2023-03-05 00:00:00,701+,2023-09-02 00:00:00,701+,2023-03-04 00:00:00,701+,95.4,50,56.7,110,2023-01-16 00:00:00,592=,-
731-740,801-1000,"Adam Mickiewicz University, Poznań",Adam Mickiewicz University in Poznań,PL,Poland,L,CO,VH,5.0,A,2023-08-15 00:00:00,554,2023-07-08 00:00:00,601+,2023-07-29 00:00:00,523,5,701+,7,701+,7,701+,59.5,247,2023-06-12 00:00:00,689,38.4,373=,-
731-740,801-1000,Bournemouth University,Bournemouth University,UK,United Kingdom,L,CO,HI,3.0,A,2023-07-05 00:00:00,601+,2023-03-08 00:00:00,601+,2023-01-06 00:00:00,701+,2023-04-17 00:00:00,594,81.2,224,50.1,293,2023-03-23 00:00:00,515,10,701+,2023-04-18 00:00:00,560=,-
731-740,701-750,"National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute""",Igor Sikorsky Kyiv Polytechnic Institute,UA,Ukraine,L,FO,VH,5.0,A,2023-01-16 00:00:00,544,33.7,292,47,333,2023-05-01 00:00:00,701+,2023-01-01 00:00:00,701+,2023-05-02 00:00:00,701+,2023-04-01 00:00:00,701+,2023-09-18 00:00:00,441,2023-04-01 00:00:00,701+,-
731-740,751-800,University of Siena,University of Siena,IT,Italy,L,FC,HI,5.0,A,2023-05-12 00:00:00,601+,2023-06-02 00:00:00,601+,2023-06-08 00:00:00,701+,33.2,411,2023-01-02 00:00:00,701+,2023-01-15 00:00:00,617,16,585,2023-03-08 00:00:00,701+,49.4,312=,-
741-750,801-1000,Budapest University of Technology and Economics,Budapest University of Technology and Economics,HU,Hungary,L,FO,VH,5.0,A,2023-03-14 00:00:00,601+,2023-04-19 00:00:00,464,2023-02-15 00:00:00,701+,2023-09-08 00:00:00,701+,2023-05-02 00:00:00,701+,2023-08-18 00:00:00,562,2023-04-25 00:00:00,493,25,329,40.8,360=,-
741-750,561-570,"Sofia University ""St. Kliment Ohridski""",Sofia University,BG,Bulgaria,L,CO,HI,5.0,A,2023-04-14 00:00:00,598,2023-03-16 00:00:00,523,54.1,284,2023-01-02 00:00:00,701+,2023-01-03 00:00:00,701+,2023-04-08 00:00:00,701+,2023-09-12 00:00:00,627,2023-03-27 00:00:00,298,2023-07-16 00:00:00,584=,-
741-750,581-590,Universität Regensburg,University of Regensburg,DE,Germany,L,FO,VH,4.0,A,2023-02-11 00:00:00,601+,2023-07-06 00:00:00,601+,75.9,159,2023-02-07 00:00:00,701+,,,2023-05-09 00:00:00,701+,2023-01-27 00:00:00,480,2023-01-14 00:00:00,606,2023-09-01 00:00:00,701+,-
741-750,801-1000,University of Bari,University of Bari,IT,Italy,XL,FC,HI,4.0,A,2023-08-12 00:00:00,601+,2023-09-02 00:00:00,601+,2023-02-04 00:00:00,701+,2023-08-27 00:00:00,452,5,701+,2023-02-02 00:00:00,701+,64.5,219,2023-08-06 00:00:00,701+,37.5,382=,-
741-750,801-1000,University of the West of England,University of the West of England,UK,United Kingdom,XL,CO,HI,3.0,A,2023-02-09 00:00:00,601+,2023-04-09 00:00:00,601+,2023-04-08 00:00:00,701+,2023-08-10 00:00:00,701+,48.4,363,75.8,183,2023-08-24 00:00:00,499,2023-09-08 00:00:00,701+,2023-06-21 00:00:00,528=,-
751-760,,ISCTE - Instituto Universitario de Lisboa,ISCTE – University Institute of Lisbon,PT,Portugal,L,FO,VH,,A,7,601+,2023-02-06 00:00:00,601+,2023-04-01 00:00:00,701+,59.2,211,,,,,2023-01-08 00:00:00,701+,10,701+,,,-
751-760,801-1000,Liverpool John Moores University,Liverpool John Moores University,UK,United Kingdom,L,CO,VH,3.0,A,2023-09-09 00:00:00,601+,2023-08-06 00:00:00,601+,2023-04-08 00:00:00,701+,2023-05-14 00:00:00,645,48.1,365,2023-04-24 00:00:00,480,56.2,278,2023-04-10 00:00:00,701+,2023-04-24 00:00:00,497=,-
751-760,751-800,Riga Technical University,Riga Technical University,LV,Latvia,M,CO,VH,5.0,A,2023-04-11 00:00:00,601+,2023-02-28 00:00:00,343,2023-07-19 00:00:00,673,2023-09-02 00:00:00,701+,2023-04-16 00:00:00,644,59.9,248,2023-04-01 00:00:00,701+,2023-05-18 00:00:00,452,2023-02-15 00:00:00,608=,-
751-760,601-650,Technische Universität Braunschweig,Technical University of Braunschweig,DE,Germany,L,CO,VH,5.0,A,11,601+,2023-05-14 00:00:00,561,58.8,244,2023-03-06 00:00:00,701+,,,2023-08-26 00:00:00,448,2023-02-20 00:00:00,542,12,701+,2023-08-04 00:00:00,701+,-
751-760,801-1000,University of Zagreb,University of Zagreb,HR,Croatia,XL,FC,VH,5.0,A,2023-02-16 00:00:00,539,2023-07-04 00:00:00,601+,2023-08-23 00:00:00,597,2023-02-04 00:00:00,701+,2023-05-01 00:00:00,701+,2023-07-02 00:00:00,701+,74.2,176,44.8,158,2023-02-19 00:00:00,549=,-
761-770,801-1000,Hacettepe University,Hacettepe University,TR,Turkey,L,FC,VH,4.0,A,2023-04-20 00:00:00,427,2023-07-22 00:00:00,419,2023-01-10 00:00:00,701+,6,701+,2023-02-03 00:00:00,701+,2023-04-03 00:00:00,701+,27,483,2023-08-13 00:00:00,619,31.6,425=,-
761-770,751-800,Philipps-Universität Marburg,University of Marburg,DE,Germany,L,FC,HI,5.0,A,14,601+,2023-05-07 00:00:00,601+,2023-05-05 00:00:00,701+,2023-01-31 00:00:00,428,2023-08-16 00:00:00,638,2023-06-22 00:00:00,504,2023-02-16 00:00:00,583,2023-01-09 00:00:00,701+,2023-01-06 00:00:00,701+,-
761-770,601-650,Universität Rostock,University of Rostock,DE,Germany,L,FC,HI,5.0,A,2023-07-07 00:00:00,601+,2023-02-03 00:00:00,601+,79.4,140,2023-08-05 00:00:00,701+,,,2023-07-14 00:00:00,626,47.6,329,2023-02-09 00:00:00,701+,2023-08-02 00:00:00,701+,-
771-780,651-700,Comenius University Bratislava,Comenius University,SK,Slovakia,L,FC,HI,5.0,A,2023-01-14 00:00:00,601+,2023-02-05 00:00:00,601+,55.8,268,2023-04-03 00:00:00,701+,2023-01-04 00:00:00,701+,2023-05-30 00:00:00,419,13,625,32.8,233,2023-01-04 00:00:00,701+,-
771-780,651-700,Sechenov University,First Moscow State Medical University,RU,Russia,L,SP,,4.0,A,2023-08-05 00:00:00,601+,2023-04-04 00:00:00,601+,59.7,239,2023-04-03 00:00:00,701+,2023-06-09 00:00:00,701+,66,228,46.5,334,2023-07-04 00:00:00,701+,2023-01-01 00:00:00,701+,-
771-780,801-1000,Universität Duisburg-Essen,University of Duisburg-Essen,DE,Germany,XL,FC,VH,4.0,A,2023-05-11 00:00:00,601+,2023-02-05 00:00:00,601+,2023-04-11 00:00:00,701+,2023-08-11 00:00:00,701+,36.4,443,42.2,334,54.9,286,2023-05-11 00:00:00,701+,2023-02-09 00:00:00,685=,-
771-780,801-1000,Université de Nantes,University of Nantes,FR,France,XL,CO,VH,5.0,A,2023-03-10 00:00:00,601+,2023-07-02 00:00:00,601+,2023-01-07 00:00:00,701+,2023-06-23 00:00:00,505,2023-01-17 00:00:00,625,2023-09-13 00:00:00,642,77.3,161,2023-07-06 00:00:00,701+,2023-06-15 00:00:00,601=,-
771-780,801-1000,University of Brighton,University of Brighton,UK,United Kingdom,L,CO,VH,3.0,A,2023-04-08 00:00:00,601+,7,601+,2023-09-08 00:00:00,701+,2023-08-15 00:00:00,622,56.2,330,54.2,270,2023-06-27 00:00:00,473,2023-02-11 00:00:00,701+,2023-01-09 00:00:00,687,-
781-790,751-800,Keele University,Keele University,UK,United Kingdom,M,FC,VH,4.0,A,2023-07-06 00:00:00,601+,2023-03-04 00:00:00,601+,2023-02-15 00:00:00,701+,2023-01-27 00:00:00,462,53.1,344,33.2,391,2023-06-11 00:00:00,642,2023-05-10 00:00:00,701+,2023-01-03 00:00:00,701+,-
791-800,651-700,Plekhanov Russian University of Economics,Plekhanov Russian University of Economics,RU,Russia,L,SP,,5.0,A,2023-06-12 00:00:00,601+,2023-03-14 00:00:00,574,49.6,312,2023-08-02 00:00:00,701+,6,701+,2023-02-21 00:00:00,530,2023-08-05 00:00:00,701+,2023-01-30 00:00:00,258,2023-05-07 00:00:00,701+,-
791-800,801-1000,University of Brescia,University of Brescia,IT,Italy,M,FO,VH,3.0,A,2023-09-03 00:00:00,601+,2023-01-02 00:00:00,601+,2023-08-06 00:00:00,701+,50.4,261,2023-06-02 00:00:00,701+,2023-09-06 00:00:00,701+,9,698,2023-08-08 00:00:00,701+,2023-08-24 00:00:00,490=,-
791-800,801-1000,University of Patras,University of Patras,GR,Greece,L,FC,HI,4.0,A,2023-01-12 00:00:00,601+,2023-07-17 00:00:00,496,2023-07-02 00:00:00,701+,24,501,2023-05-01 00:00:00,701+,2023-01-05 00:00:00,701+,2023-04-12 00:00:00,631,2023-04-08 00:00:00,701+,41.1,358=,-
801-850,1001-1200,Babes-Bolyai University,Babeș-Bolyai University,RO,Romania,XL,CO,VH,5.0,A,2023-04-16 00:00:00,533,2023-07-13 00:00:00,591,2023-07-04 00:00:00,701+,2023-02-04 00:00:00,701+,2023-07-07 00:00:00,701+,4,701+,42.6,358,2023-01-23 00:00:00,362,48.4,316=,-
801-850,751-800,Belarusian National Technical University (BNTU),Belarusian National Technical University,BY,Belarus,L,SP,,5.0,A,2023-01-13 00:00:00,601+,2023-08-29 00:00:00,327,45.6,345,1,701+,2023-02-02 00:00:00,701+,2023-06-12 00:00:00,670,1,701+,2023-01-07 00:00:00,701+,,,-
801-850,801-1000,De Montfort University,De Montfort University,UK,United Kingdom,L,CO,HI,5.0,A,2023-05-05 00:00:00,601+,2023-08-04 00:00:00,601+,2023-08-05 00:00:00,701+,2023-06-07 00:00:00,701+,75.3,250,97.5,67,2023-08-08 00:00:00,701+,2023-05-10 00:00:00,701+,2023-09-04 00:00:00,701+,-
801-850,801-1000,Edinburgh Napier University,Edinburgh Napier University,UK,United Kingdom,L,CO,HI,3.0,A,2023-09-04 00:00:00,601+,2023-02-04 00:00:00,601+,2023-01-04 00:00:00,701+,2023-04-10 00:00:00,701+,73.8,259,87.9,130,2023-09-05 00:00:00,701+,2023-08-10 00:00:00,701+,2023-09-02 00:00:00,701+,-
801-850,601-650,Immanuel Kant Baltic Federal University,Immanuel Kant Baltic Federal University,RU,Russia,M,CO,HI,4.0,A,2023-01-08 00:00:00,601+,2023-03-02 00:00:00,601+,75.5,164,2023-08-01 00:00:00,701+,2023-09-17 00:00:00,616,32,400,2023-07-02 00:00:00,701+,2023-03-06 00:00:00,701+,2023-09-01 00:00:00,701+,-
801-850,601-650,Ivane Javakhishvili Tbilisi State University,Tbilisi State University,GE,Georgia,L,FO,HI,5.0,A,2023-07-09 00:00:00,601+,2023-06-02 00:00:00,601+,76,158,2023-02-01 00:00:00,701+,2023-09-01 00:00:00,701+,2023-05-03 00:00:00,701+,2023-02-01 00:00:00,701+,43.4,166,2023-01-01 00:00:00,701+,-
801-850,801-1000,Kaunas University of Technology,Kaunas University of Technology,LT,Lithuania,M,FO,VH,5.0,A,2023-03-11 00:00:00,601+,2023-08-21 00:00:00,430,2023-05-31 00:00:00,499,2023-08-06 00:00:00,701+,2023-03-03 00:00:00,701+,2023-01-24 00:00:00,486,2023-09-16 00:00:00,575,2023-04-08 00:00:00,701+,2023-09-01 00:00:00,701+,-
801-850,801-1000,Maynooth University,Maynooth University,IE,Ireland,M,FO,VH,3.0,A,10,601+,2023-02-09 00:00:00,601+,2023-07-08 00:00:00,701+,2023-06-12 00:00:00,684,89.4,187,2023-06-15 00:00:00,608,2023-07-04 00:00:00,701+,9,701+,2023-07-04 00:00:00,701+,-
801-850,521-530,Poznan University of Life Sciences,University of Life Sciences in Poznań,PL,Poland,M,FO,VH,5.0,A,2023-08-05 00:00:00,601+,2023-08-01 00:00:00,601+,98,46,2023-02-05 00:00:00,701+,2023-02-03 00:00:00,701+,2023-04-05 00:00:00,701+,2023-07-01 00:00:00,701+,2023-02-08 00:00:00,701+,2023-01-01 00:00:00,701+,-
801-850,751-800,University Duesseldorf,Heinrich Heine University Düsseldorf,DE,Germany,XL,FC,HI,4.0,A,2023-09-12 00:00:00,601+,2023-06-07 00:00:00,601+,41.1,382,2023-05-07 00:00:00,701+,,,2023-07-15 00:00:00,604,2023-09-30 00:00:00,454,2023-05-09 00:00:00,701+,2023-07-01 00:00:00,701+,-
801-850,801-1000,University of Alicante,University of Alicante,ES,Spain,L,FC,VH,3.0,A,2023-04-13 00:00:00,601+,2023-02-06 00:00:00,601+,2023-09-22 00:00:00,620,8,701+,2023-06-04 00:00:00,701+,14,640,41.8,365,2023-05-05 00:00:00,701+,2023-09-29 00:00:00,449=,-
801-850,1001-1200,University of Latvia,University of Latvia,LV,Latvia,L,FC,HI,5.0,A,2023-05-12 00:00:00,601+,2023-08-17 00:00:00,495,2023-01-05 00:00:00,701+,2023-01-06 00:00:00,701+,2023-05-12 00:00:00,701+,2023-03-05 00:00:00,701+,2023-05-21 00:00:00,531,59.8,102,2023-07-13 00:00:00,627=,-
801-850,701-750,University of Pecs,University of Pécs,HU,Hungary,L,FC,HI,5.0,A,2023-02-13 00:00:00,601+,2023-08-08 00:00:00,601+,38.1,414,2023-07-02 00:00:00,701+,2023-01-09 00:00:00,701+,62.4,240,2023-08-04 00:00:00,701+,2023-06-09 00:00:00,701+,3,701+,-
801-850,1001-1200,University of Salerno,University of Salerno,IT,Italy,L,FC,VH,4.0,A,2023-09-07 00:00:00,601+,2023-01-02 00:00:00,601+,2023-08-04 00:00:00,701+,31.9,421,2023-04-03 00:00:00,701+,2023-08-01 00:00:00,701+,64.8,217,2023-04-05 00:00:00,701+,2023-06-07 00:00:00,701+,-
801-850,801-1000,Verona University,University of Verona,IT,Italy,L,FC,HI,3.0,A,2023-07-08 00:00:00,601+,2023-09-02 00:00:00,601+,2023-08-04 00:00:00,701+,40,345,2023-07-04 00:00:00,701+,2023-06-03 00:00:00,701+,32,448,2023-09-06 00:00:00,701+,2023-07-14 00:00:00,616,-
801-850,701-750,Vilnius Gediminas Technical University,Vilnius Gediminas Technical University,LT,Lithuania,M,SP,,4.0,A,9,601+,2023-07-16 00:00:00,516,40.9,385,2023-03-07 00:00:00,701+,2023-08-15 00:00:00,655,38.8,355,2023-07-04 00:00:00,701+,2023-05-11 00:00:00,701+,2023-09-01 00:00:00,701+,-
801-850,801-1000,Vytautas Magnus University,Vytautas Magnus University,LT,Lithuania,M,FO,VH,5.0,A,11,601+,2023-06-20 00:00:00,449,38.5,410,2023-01-02 00:00:00,701+,2023-01-15 00:00:00,666,40.2,341,2023-04-02 00:00:00,701+,2023-04-11 00:00:00,701+,2023-06-01 00:00:00,701+,-
851-900,801-1000,Catania University,University of Catania,IT,Italy,L,FC,VH,5.0,A,2023-07-11 00:00:00,601+,2023-01-03 00:00:00,601+,2023-08-04 00:00:00,701+,2023-04-27 00:00:00,459,2023-08-02 00:00:00,701+,2023-06-02 00:00:00,701+,2023-04-30 00:00:00,456,2023-01-06 00:00:00,701+,2023-01-25 00:00:00,489,-
851-900,751-800,CY Cergy Paris University,CY Cergy Paris University,FR,France,M,FO,VH,1.0,A,2023-04-03 00:00:00,601+,2023-07-02 00:00:00,601+,41.9,376,2023-05-06 00:00:00,701+,54.3,340,45.1,321,2023-01-08 00:00:00,701+,2023-04-07 00:00:00,701+,2023-06-09 00:00:00,678=,-
851-900,801-1000,Gdańsk University of Technology,Gdańsk University of Technology,PL,Poland,M,FO,VH,5.0,A,2023-02-09 00:00:00,601+,2023-04-14 00:00:00,566,36.3,437,2023-08-11 00:00:00,701+,2023-03-03 00:00:00,701+,2023-01-07 00:00:00,701+,2023-08-11 00:00:00,638,2023-06-08 00:00:00,701+,2023-09-14 00:00:00,614=,-
851-900,801-1000,London South Bank University,London South Bank University,UK,United Kingdom,L,CO,HI,3.0,A,2023-05-03 00:00:00,601+,2023-09-02 00:00:00,601+,2023-03-08 00:00:00,701+,2023-06-05 00:00:00,701+,78.2,237,95.9,83,2023-03-02 00:00:00,701+,2023-01-11 00:00:00,701+,2023-01-01 00:00:00,701+,-
851-900,551-560,National Research Saratov State University,Saratov State University,RU,Russia,M,CO,VH,5.0,A,2023-02-05 00:00:00,601+,2023-05-02 00:00:00,601+,95.8,58,2023-07-01 00:00:00,701+,2023-02-03 00:00:00,701+,2023-02-18 00:00:00,572,2023-02-01 00:00:00,701+,2023-07-04 00:00:00,701+,1,701+,-
851-900,701-750,Pavol Jozef Šafárik University in Košice,Pavol Jozef Šafárik University,SK,Slovakia,M,FC,HI,4.0,A,2023-01-05 00:00:00,601+,2023-06-03 00:00:00,601+,55.5,270,2023-06-03 00:00:00,701+,2,701+,63.8,236,2023-03-03 00:00:00,701+,13,663,2023-03-01 00:00:00,701+,-
851-900,801-1000,"Queen Margaret University , Edinburgh",Queen Margaret University,UK,United Kingdom,S,FO,VH,2.0,A,2023-08-03 00:00:00,601+,4,601+,2023-03-05 00:00:00,701+,17,601,61.2,312,76,181,1,701+,2023-07-08 00:00:00,701+,1,701+,-
851-900,541-550,Southern Federal University,Southern Federal University,RU,Russia,L,CO,VH,5.0,A,2023-06-07 00:00:00,601+,2023-06-03 00:00:00,601+,77.8,146,2023-08-01 00:00:00,701+,2023-05-03 00:00:00,701+,2023-01-23 00:00:00,499,2023-01-05 00:00:00,701+,2023-06-06 00:00:00,701+,2023-07-11 00:00:00,647=,-
851-900,801-1000,Technological University Dublin,Technological University Dublin,IE,Ireland,L,CO,HI,1.0,A,2023-01-12 00:00:00,601+,2023-04-12 00:00:00,601+,2023-06-12 00:00:00,701+,2023-01-03 00:00:00,701+,32.7,470,39.6,346,5,701+,2023-01-13 00:00:00,653,2023-09-16 00:00:00,581=,-
851-900,801-1000,TU Dortmund University,Technical University of Dortmund,DE,Germany,L,CO,VH,4.0,A,2023-06-13 00:00:00,601+,2023-08-13 00:00:00,589,2023-02-22 00:00:00,626,2023-04-07 00:00:00,701+,2023-02-20 00:00:00,589,2023-01-19 00:00:00,559,17,574,2023-01-09 00:00:00,701+,2023-04-04 00:00:00,701+,-
851-900,801-1000,Universita' degli Studi di Ferrara,University of Ferrara,IT,Italy,L,FC,HI,5.0,A,2023-05-06 00:00:00,601+,2023-04-02 00:00:00,601+,2023-04-02 00:00:00,701+,38.6,360,2023-05-02 00:00:00,701+,2023-05-03 00:00:00,701+,2023-08-26 00:00:00,484,2023-04-08 00:00:00,701+,2023-08-17 00:00:00,571=,-
851-900,1001-1200,University of Bucharest,University of Bucharest,RO,Romania,XL,FO,VH,5.0,A,2023-05-15 00:00:00,564,2023-08-13 00:00:00,586,2023-05-06 00:00:00,701+,2023-02-04 00:00:00,701+,2023-08-02 00:00:00,701+,2023-09-01 00:00:00,701+,2023-07-28 00:00:00,465,34.7,222,2023-08-27 00:00:00,469=,-
851-900,801-1000,University of East London,University of East London,UK,United Kingdom,L,CO,HI,3.0,A,2023-06-03 00:00:00,601+,2023-05-03 00:00:00,601+,2023-05-03 00:00:00,701+,2023-07-06 00:00:00,701+,74.2,258,100,31,2023-01-02 00:00:00,701+,12,701+,2023-01-01 00:00:00,701+,-
851-900,801-1000,University of Hertfordshire,University of Hertfordshire,UK,United Kingdom,L,CO,HI,3.0,A,2023-07-04 00:00:00,601+,2023-08-04 00:00:00,601+,2023-04-06 00:00:00,701+,2023-06-05 00:00:00,701+,63.4,305,99.5,42,2023-02-11 00:00:00,647,12,701+,2023-07-02 00:00:00,701+,-
851-900,801-1000,University of Lincoln,University of Lincoln,UK,United Kingdom,L,CO,HI,3.0,A,2023-01-06 00:00:00,601+,2023-01-05 00:00:00,601+,2023-01-09 00:00:00,701+,2023-03-11 00:00:00,701+,64.6,298,2023-01-30 00:00:00,421,2023-06-09 00:00:00,679,2023-09-08 00:00:00,701+,37.5,382=,-
851-900,801-1000,University of Malta,University of Malta,MT,Malta,M,FC,HI,3.0,A,2023-03-05 00:00:00,601+,2023-02-05 00:00:00,601+,38.2,413,2023-05-06 00:00:00,701+,2023-01-15 00:00:00,665,2023-02-11 00:00:00,688,35.4,416,47.4,147,2023-03-02 00:00:00,701+,-
851-900,801-1000,University of Maribor,University of Maribor,SI,Slovenia,L,FC,HI,3.0,A,7,601+,2023-07-06 00:00:00,601+,2023-08-30 00:00:00,509,2023-07-06 00:00:00,701+,2023-09-01 00:00:00,701+,2023-03-14 00:00:00,636,2023-01-16 00:00:00,584,52.1,123,2023-03-31 00:00:00,428=,-
851-900,801-1000,University of Messina (UniME),University of Messina,IT,Italy,L,FC,VH,5.0,A,2023-03-08 00:00:00,601+,2023-05-02 00:00:00,601+,2023-07-12 00:00:00,701+,2023-04-29 00:00:00,438,2023-04-01 00:00:00,701+,2023-04-04 00:00:00,701+,2023-07-30 00:00:00,455,1,701+,2023-02-23 00:00:00,511=,-
851-900,1001-1200,University of Palermo,University of Palermo,IT,Italy,L,CO,VH,5.0,A,2023-09-10 00:00:00,601+,2023-04-02 00:00:00,601+,2023-01-05 00:00:00,701+,2023-05-27 00:00:00,455,2023-04-02 00:00:00,701+,2023-09-01 00:00:00,701+,53.3,295,2023-01-05 00:00:00,701+,2023-07-09 00:00:00,673=,-
851-900,801-1000,University of Parma,University of Parma,IT,Italy,L,FC,VH,5.0,A,2023-04-09 00:00:00,601+,2023-07-02 00:00:00,601+,2023-06-02 00:00:00,701+,34.6,393,2,701+,2023-03-06 00:00:00,701+,35.1,419,2023-02-10 00:00:00,701+,2023-07-03 00:00:00,701+,-
851-900,801-1000,University of Salford,University of Salford,UK,United Kingdom,L,CO,HI,4.0,A,2023-04-07 00:00:00,601+,4,601+,2023-07-06 00:00:00,701+,2023-08-07 00:00:00,701+,38.1,422,70.1,210,2023-08-20 00:00:00,539,2023-08-11 00:00:00,701+,2023-08-09 00:00:00,669=,-
851-900,601-650,University Paris 2 Panthéon-Assas,Paris-Panthéon-Assas University,FR,France,L,SP,,5.0,A,2023-01-07 00:00:00,601+,2023-05-03 00:00:00,601+,71.3,179,2023-02-01 00:00:00,701+,2023-05-12 00:00:00,701+,2023-05-24 00:00:00,479,1,701+,2023-04-27 00:00:00,297,1,701+,-
901-950,801-1000,AGH University of Science and Technology,AGH University of Krakow,PL,Poland,L,CO,VH,5.0,A,2023-02-09 00:00:00,601+,2023-02-15 00:00:00,542,37.3,422,7,701+,2023-07-02 00:00:00,701+,2023-05-04 00:00:00,701+,2023-02-13 00:00:00,623,2023-08-08 00:00:00,701+,2023-05-02 00:00:00,701+,-
901-950,1001-1200,Ankara Üniversitesi,Ankara University,TR,Turkey,XL,FC,HI,4.0,A,2023-05-18 00:00:00,481,2023-07-11 00:00:00,601+,2023-01-08 00:00:00,701+,2023-07-02 00:00:00,701+,2023-05-02 00:00:00,701+,2023-04-05 00:00:00,701+,32.4,441,2023-04-15 00:00:00,546,2023-01-16 00:00:00,592=,-
901-950,1001-1200,Athens University of Economics and Business,Athens University of Economics and Business,GR,Greece,M,FO,VH,5.0,A,2023-04-07 00:00:00,601+,33.3,296,2023-06-01 00:00:00,701+,2023-07-17 00:00:00,588,2023-07-01 00:00:00,701+,2023-03-03 00:00:00,701+,1,701+,2023-07-15 00:00:00,530,2023-01-04 00:00:00,701+,-
901-950,801-1000,London Metropolitan University,London Metropolitan University,UK,United Kingdom,M,CO,HI,2.0,A,2023-05-05 00:00:00,601+,2023-09-02 00:00:00,601+,2023-05-04 00:00:00,701+,2023-02-03 00:00:00,701+,60.8,315,100,18,1,701+,14,609,1,701+,-
