Unnamed: 0,2024 RANK,2023 RANK,Institution Name,Country Code,Country,SIZE,FOCUS,RES.,AGE,STATUS,Academic Reputation Score,Academic Reputation Rank,Employer Reputation Score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,Citations per Faculty Score,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,Overall SCORE,Institution Name - WRONG,Wikidata
67,=154,158,Technical University of Berlin,DE,Germany,L,CO,VH,5.0,A,56.2,137,69.3,107,53.0,296,24.9,492,51.3,351,68.8,214,55.0,284,25.4,327,52.1,294,50.5,Technische Universität Berlin (TU Berlin),"{""entities"": {""Q51985"": {""type"": ""item"", ""id"": ""Q51985"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""public research university in Berlin, Germany""}}}}, ""success"": 1}"
68,=159,143=,Ghent University,BE,Belgium,XL,FC,VH,5.0,A,53.4,146,25.2,379,78.9,141,25.1,486,79.6,231,21.2,528,99.8,8,52.0,124,91.3,84=,50.2,Ghent University,"{""entities"": {""Q1137665"": {""type"": ""item"", ""id"": ""Q1137665"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""Dutch-speaking university in Belgium""}}}}, ""success"": 1}"
69,=164,184,University of Barcelona,ES,Spain,XL,FC,VH,5.0,A,73.2,83,23.0,412,13.1,701+,41.8,325,21.8,574,28.5,437,97.8,23,39.8,180,98.1,23,49.7,Universitat de Barcelona,"{""entities"": {""Q219615"": {""type"": ""item"", ""id"": ""Q219615"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Catalonia, Spain""}}}}, ""success"": 1}"
70,167,162,University of York,UK,United Kingdom,L,FC,VH,4.0,A,43.5,194,35.3,275,45.0,351,40.3,342,88.3,192,78.2,171,79.2,150,19.8,421,97.8,26=,49.4,University of York,"{""entities"": {""Q967165"": {""type"": ""item"", ""id"": ""Q967165"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in York, North Yorkshire, England""}}}}, ""success"": 1}"
71,=169,229,University of Reading,UK,United Kingdom,L,CO,VH,5.0,A,33.2,263,39.3,241,16.1,701+,67.4,161,88.4,189,81.0,158,77.8,158,32.3,237,72.5,189=,48.9,University of Reading,"{""entities"": {""Q1432632"": {""type"": ""item"", ""id"": ""Q1432632"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Reading, Berkshire, England""}}}}, ""success"": 1}"
72,=171,226=,Complutense University of Madrid,ES,Spain,XL,FC,VH,4.0,A,68.2,96,69.3,105,25.8,573,7.0,701+,9.0,701+,25.6,469,83.4,127,57.9,106,96.3,41,48.8,Complutense University of Madrid,"{""entities"": {""Q219694"": {""type"": ""item"", ""id"": ""Q219694"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Madrid, and one of the oldest universities in the world""}}}}, ""success"": 1}"
73,=171,181=,University College Dublin,IE,Ireland,L,FC,VH,5.0,A,49.8,162,41.3,226,20.7,652,38.9,354,98.8,101,60.8,245,50.5,309,69.0,75,70.1,204=,48.8,University College Dublin,"{""entities"": {""Q1068258"": {""type"": ""item"", ""id"": ""Q1068258"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university located in Dublin, Ireland""}}}}, ""success"": 1}"
74,=176,208=,Erasmus University Rotterdam,NL,Netherlands,XL,FO,VH,5.0,A,37.3,232,50.9,165,22.5,624,53.4,240,83.0,221,60.1,247,71.6,190,63.7,91,49.4,312=,48.5,Erasmus University Rotterdam,"{""entities"": {""Q633529"": {""type"": ""item"", ""id"": ""Q633529"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""public research university in the Netherlands""}}}}, ""success"": 1}"
75,=176,190=,University of Liverpool,UK,United Kingdom,L,FC,VH,5.0,A,44.4,191,35.0,277,39.7,401,37.9,371,87.8,194,79.0,168,97.2,29,25.6,324,72.0,193,48.5,University of Liverpool,"{""entities"": {""Q499510"": {""type"": ""item"", ""id"": ""Q499510"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Liverpool, England""}}}}, ""success"": 1}"
76,=180,195=,Université catholique de Louvain,BE,Belgium,L,FC,VH,5.0,B,49.1,166,30.8,317,4.4,701+,60.2,203,89.4,186,39.3,347,83.2,130,51.7,125,54.6,279=,48.0,Université catholique de Louvain (UCLouvain),"{""entities"": {""Q378134"": {""type"": ""item"", ""id"": ""Q378134"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""public university in Louvain-la-Neuve, Belgium""}}}}, ""success"": 1}"
77,=184,111,École normale supérieure de Lyon,FR,France,S,CO,VH,5.0,A,30.5,285,14.4,570,95.7,59,98.4,27,70.8,272,14.6,628,34.3,425,10.0,701+,5.9,701+,47.6,École Normale Supérieure de Lyon,"{""entities"": {""Q10159"": {""type"": ""item"", ""id"": ""Q10159"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""school in Lyon, France""}}}}, ""success"": 1}"
78,=184,179=,TU Wien,AT,Austria,M,FO,VH,5.0,A,32.9,266,44.4,201,13.1,701+,85.7,91,79.3,232,89.0,123,45.1,347,13.2,649,19.0,552=,47.6,Technische Universität Wien,"{""entities"": {""Q689400"": {""type"": ""item"", ""id"": ""Q689400"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university of technology in Vienna, Austria""}}}}, ""success"": 1}"
79,187,185=,University of Gothenburg,SE,Sweden,L,FC,VH,4.0,A,36.2,239,16.9,511,56.3,261,39.4,349,90.6,179,80.8,160,86.4,104,46.3,151,97.6,30=,47.3,University of Gothenburg,"{""entities"": {""Q371522"": {""type"": ""item"", ""id"": ""Q371522"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Gothenburg, Sweden""}}}}, ""success"": 1}"
80,=189,210=,Université libre de Bruxelles,BE,Belgium,L,FC,VH,5.0,A,34.4,249,38.9,247,3.3,701+,63.3,186,97.1,126,85.0,144,69.1,201,35.7,207,60.4,249=,46.8,Universite libre de Bruxelles,"{""entities"": {""Q574606"": {""type"": ""item"", ""id"": ""Q574606"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""French-speaking university in Brussels, Belgium (1970-)""}}}}, ""success"": 1}"
81,=192,189,University of Freiburg,DE,Germany,L,FC,VH,5.0,A,46.1,179,19.8,460,29.1,531,63.3,187,68.8,281,36.3,371,82.7,131,25.3,328,68.2,213,46.7,Albert-Ludwigs-Universitaet Freiburg,"{""entities"": {""Q153987"": {""type"": ""item"", ""id"": ""Q153987"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Freiburg im Breisgau, Germany""}}}}, ""success"": 1}"
82,=192,174=,École des ponts ParisTech,FR,France,S,FO,VH,5.0,A,8.3,601+,57.9,142,98.2,45,80.7,109,34.6,458,96.8,75,5.6,701+,30.0,261,19.2,549=,46.7,Ecole des Ponts ParisTech,"{""entities"": {""Q273523"": {""type"": ""item"", ""id"": ""Q273523"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""French institution of higher education and research""}}}}, ""success"": 1}"
83,=199,215=,Autonomous University of Madrid,ES,Spain,L,FC,VH,4.0,A,60.4,117,57.7,145,34.5,464,25.1,485,7.8,701+,12.0,678,80.4,143,19.6,428,88.8,97=,45.9,Universidad Autónoma de Madrid,"{""entities"": {""Q788091"": {""type"": ""item"", ""id"": ""Q788091"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""Spanish public university established in 1968""}}}}, ""success"": 1}"
84,202,233=,Queen's University Belfast,UK,United Kingdom,L,FC,VH,5.0,A,33.6,258,30.3,321,27.5,554,43.5,307,100.0,75,98.9,54,84.1,124,14.3,589,91.0,87,45.8,Queen's University Belfast,"{""entities"": {""Q877925"": {""type"": ""item"", ""id"": ""Q877925"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""public research university in Belfast, United Kingdom""}}}}, ""success"": 1}"
85,205,228,University of Hamburg,DE,Germany,L,FC,VH,5.0,A,51.0,160,28.7,340,16.9,701+,60.0,205,41.6,395,22.3,512,87.2,101,26.8,305,52.8,292=,45.1,Universität Hamburg,"{""entities"": {""Q156725"": {""type"": ""item"", ""id"": ""Q156725"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Hamburg, Germany""}}}}, ""success"": 1}"
86,207,214,Vrije Universiteit Amsterdam,NL,Netherlands,XL,FC,VH,5.0,A,39.6,217,15.7,531,23.6,607,68.1,156,68.5,284,40.2,340,70.1,195,20.2,414,89.1,95=,44.9,Vrije Universiteit Amsterdam,"{""entities"": {""Q1065414"": {""type"": ""item"", ""id"": ""Q1065414"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Amsterdam, Netherlands""}}}}, ""success"": 1}"
87,208,220=,University of Aberdeen,UK,United Kingdom,L,FC,VH,5.0,A,29.6,292,32.5,302,29.6,525,42.1,322,95.8,144,96.7,77,73.3,180,20.5,408,98.1,21,44.6,University of Aberdeen,"{""entities"": {""Q270532"": {""type"": ""item"", ""id"": ""Q270532"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Aberdeen, Scotland, United Kingdom""}}}}, ""success"": 1}"
88,210,212=,University of Twente,NL,Netherlands,M,FO,VH,4.0,A,20.6,422,38.3,254,39.4,404,65.3,171,99.3,94,91.1,112,67.6,208,12.6,687,33.2,416=,44.4,University of Twente,"{""entities"": {""Q1547084"": {""type"": ""item"", ""id"": ""Q1547084"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""neighborhood in Enschede, Netherlands""}}}}, ""success"": 1}"
89,212,256=,Loughborough University,UK,United Kingdom,L,CO,VH,4.0,A,30.5,283,66.8,116,23.6,604,34.6,392,87.3,198,63.5,237,77.1,162,18.8,446,63.4,231,44.2,Loughborough University,"{""entities"": {""Q1434547"": {""type"": ""item"", ""id"": ""Q1434547"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""public university in Loughborough, UK""}}}}, ""success"": 1}"
90,213,169,University of Tübingen,DE,Germany,L,FC,VH,5.0,A,45.8,180,29.9,325,92.9,71,19.7,560,67.6,289,26.7,454,89.9,84,21.1,393,42.3,351=,44.1,Eberhard Karls Universität Tübingen,"{""entities"": {""Q153978"": {""type"": ""item"", ""id"": ""Q153978"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""public research university in T\u00fcbingen, Germany""}}}}, ""success"": 1}"
91,218,240=,University of Sussex,UK,United Kingdom,L,FC,VH,4.0,A,22.9,380,8.9,601+,14.6,701+,70.9,142,96.1,137,93.0,100,62.9,226,30.6,251,97.2,35,43.1,University of Sussex,"{""entities"": {""Q1161297"": {""type"": ""item"", ""id"": ""Q1161297"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Brighton and Hove, UK""}}}}, ""success"": 1}"
92,219,243=,University of Padua,IT,Italy,XL,FC,VH,5.0,A,57.3,133,22.0,428,7.8,701+,51.8,250,12.9,701+,9.4,701+,91.3,73,13.8,620,95.0,55,43.0,Università di Padova,"{""entities"": {""Q193510"": {""type"": ""item"", ""id"": ""Q193510"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Italy""}}}}, ""success"": 1}"
93,=220,203=,University of Lausanne,CH,Switzerland,L,FO,VH,5.0,A,29.4,294,15.1,545,36.6,434,65.1,173,99.9,77,56.6,263,48.0,327,27.9,290,61.6,245,42.7,University of Lausanne,"{""entities"": {""Q658975"": {""type"": ""item"", ""id"": ""Q658975"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university located in Lausanne, Switzerland""}}}}, ""success"": 1}"
94,=222,232,Radboud University Nijmegen,NL,Netherlands,L,FC,VH,5.0,A,28.9,302,13.9,585,27.6,551,74.9,129,78.3,236,20.2,544,78.8,155,15.7,533,82.7,133=,42.5,Radboud University,"{""entities"": {""Q632004"": {""type"": ""item"", ""id"": ""Q632004"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""University in Nijmegen, the Netherlands""}}}}, ""success"": 1}"
95,229,340=,University of Erlangen–Nuremberg,DE,Germany,L,FC,VH,5.0,A,25.2,347,20.9,446,2.8,701+,95.8,48,26.8,511,39.9,342,75.1,172,15.5,541,69.9,207=,41.7,Friedrich-Alexander-Universität Erlangen-Nürnberg,"{""entities"": {""Q40025"": {""type"": ""item"", ""id"": ""Q40025"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""public research university in the cities of Erlangen and Nuremberg in Bavaria, Germany""}}}}, ""success"": 1}"
96,232,215=,University of Göttingen,DE,Germany,L,FC,VH,5.0,A,47.4,172,29.0,338,70.1,183,17.7,587,49.5,361,22.5,505,91.8,71,21.9,379,55.5,274,41.4,University of Göttingen,"{""entities"": {""Q152838"": {""type"": ""item"", ""id"": ""Q152838"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in the city of G\u00f6ttingen, Germany""}}}}, ""success"": 1}"
97,235,281=,Heriot-Watt University,UK,United Kingdom,M,CO,VH,4.0,A,16.4,537,21.1,438,18.6,701+,79.4,113,100.0,67,97.6,66,40.2,375,21.3,392,43.5,342=,41.2,Heriot-Watt University,"{""entities"": {""Q1610024"": {""type"": ""item"", ""id"": ""Q1610024"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Edinburgh, Scotland, UK""}}}}, ""success"": 1}"
98,236,248=,Université Paris Cité,FR,France,XL,FO,VH,1.0,A,31.6,275,5.9,601+,9.2,701+,93.7,61,19.3,598,41.5,336,99.6,11,11.6,701+,46.0,331=,41.1,Université de Paris-Cité,"{""entities"": {""Q55849612"": {""type"": ""item"", ""id"": ""Q55849612"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""French public university established in march 2019""}}}}, ""success"": 1}"
99,=239,201,University of Bonn,DE,Germany,L,FC,VH,5.0,A,52.4,151,19.8,458,58.0,247,22.1,526,41.5,397,37.5,365,90.7,79,25.9,319,35.2,399,40.6,Rheinische Friedrich-Wilhelms-Universität Bonn,"{""entities"": {""Q152171"": {""type"": ""item"", ""id"": ""Q152171"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""public research university located in Bonn, Germany""}}}}, ""success"": 1}"
100,244,305,University of Surrey,UK,United Kingdom,L,CO,VH,4.0,A,20.4,428,23.4,409,23.2,613,56.2,230,96.8,129,88.3,127,71.1,192,16.8,503,57.7,259=,39.9,University of Surrey,"{""entities"": {""Q546976"": {""type"": ""item"", ""id"": ""Q546976"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""public research university located within the county town of Guildford, Surrey""}}}}, ""success"": 1}"
101,=246,275=,Technische Universität Darmstadt,DE,Germany,L,FO,VH,5.0,A,21.0,417,37.5,263,6.2,701+,79.0,117,62.6,310,74.6,188,32.5,439,33.5,229,19.9,545=,39.7,Technical University of Darmstadt,"{""entities"": {""Q310695"": {""type"": ""item"", ""id"": ""Q310695"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""German university (1877-)""}}}}, ""success"": 1}"
102,=246,200,TU Dresden,DE,Germany,L,FC,VH,5.0,A,37.5,231,37.7,258,91.2,79,14.8,639,46.2,373,35.2,379,87.4,98,11.2,701+,30.7,438=,39.7,Technische Universität Dresden,"{""entities"": {""Q158158"": {""type"": ""item"", ""id"": ""Q158158"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""institute of higher education in the city of Dresden""}}}}, ""success"": 1}"
103,=248,288=,Charles University,CZ,Czech Republic,XL,FC,VH,5.0,A,45.5,183,43.5,210,34.8,456,9.4,701+,24.8,539,51.2,283,90.9,77,27.6,294,83.9,125,39.6,Charles University,"{""entities"": {""Q31519"": {""type"": ""item"", ""id"": ""Q31519"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""oldest and largest university in the Czech Republic""}}}}, ""success"": 1}"
104,=248,280,University of Antwerp,BE,Belgium,L,FC,VH,2.0,A,23.7,362,11.8,601+,45.3,349,49.2,272,90.9,177,32.3,397,90.0,81,29.6,268,80.4,146=,39.6,University of Antwerp,"{""entities"": {""Q175241"": {""type"": ""item"", ""id"": ""Q175241"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Antwerp, Belgium""}}}}, ""success"": 1}"
105,252,325=,Polytechnic University of Turin,IT,Italy,XL,FO,VH,5.0,A,38.5,225,44.9,194,2.4,701+,57.9,222,4.1,701+,46.7,313,49.9,313,21.3,391,57.4,263=,39.2,Politecnico di Torino,"{""entities"": {""Q392897"": {""type"": ""item"", ""id"": ""Q392897"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""technical university in Turin, Italy""}}}}, ""success"": 1}"
106,253,274,University of Porto,PT,Portugal,XL,FC,VH,5.0,A,39.8,214,22.9,414,11.1,701+,58.1,219,7.3,701+,18.7,564,93.8,60,17.6,473,77.3,167=,39.0,University of Porto,"{""entities"": {""Q1422903"": {""type"": ""item"", ""id"": ""Q1422903"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""public research university in Porto, Portugal""}}}}, ""success"": 1}"
107,=256,278,Maastricht University,NL,Netherlands,L,FO,VH,3.0,A,23.4,369,22.3,422,12.8,701+,62.7,193,99.5,90,100.0,17,46.5,333,27.0,302,13.7,627=,38.7,Maastricht University,"{""entities"": {""Q1137652"": {""type"": ""item"", ""id"": ""Q1137652"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""public university in Maastricht""}}}}, ""success"": 1}"
108,259,251,Vrije Universiteit Brussel,BE,Belgium,L,FC,VH,4.0,A,23.1,373,16.8,512,75.9,160,22.0,527,93.6,158,59.2,252,88.4,94,31.1,244,67.4,215=,38.6,Vrije Universiteit Brussel (VUB),"{""entities"": {""Q612665"": {""type"": ""item"", ""id"": ""Q612665"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Brussels, Belgium""}}}}, ""success"": 1}"
109,262,284=,University of Warsaw,PL,Poland,XL,CO,VH,5.0,A,48.7,169,53.4,150,41.9,375,6.3,701+,9.8,701+,8.6,701+,62.1,233,36.7,204,80.0,150=,38.1,University of Warsaw,"{""entities"": {""Q144488"": {""type"": ""item"", ""id"": ""Q144488"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""largest university in Poland""}}}}, ""success"": 1}"
110,=266,335=,University of Lisbon,PT,Portugal,XL,FC,VH,5.0,A,42.2,201,21.0,442,12.7,701+,35.1,387,9.3,701+,30.7,415,97.4,27,65.8,85,66.5,220=,37.7,University of Lisbon,"{""entities"": {""Q1122926"": {""type"": ""item"", ""id"": ""Q1122926"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""public research university in Lisbon, Portugal""}}}}, ""success"": 1}"
111,=268,320=,Linköping University,SE,Sweden,L,CO,VH,3.0,A,19.0,470,26.6,363,34.8,457,48.8,277,77.8,239,30.3,420,57.9,260,34.7,221,87.4,108=,37.5,Linköping University,"{""entities"": {""Q782600"": {""type"": ""item"", ""id"": ""Q782600"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""Swedish university""}}}}, ""success"": 1}"
112,=268,335=,University of Cologne,DE,Germany,L,FO,VH,5.0,A,36.9,235,38.5,253,19.3,686,31.2,427,40.5,406,30.9,413,80.9,141,37.0,199,57.4,263=,37.5,University of Cologne,"{""entities"": {""Q54096"": {""type"": ""item"", ""id"": ""Q54096"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Germany""}}}}, ""success"": 1}"
113,=272,279,University of Leicester,UK,United Kingdom,L,FC,VH,5.0,A,21.2,412,14.2,576,36.1,441,45.3,298,80.8,226,94.1,91,75.7,167,17.8,468,50.9,301=,37.3,University of Leicester,"{""entities"": {""Q1333399"": {""type"": ""item"", ""id"": ""Q1333399"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Leicester, United Kingdom""}}}}, ""success"": 1}"
114,=276,324,University of Milan,IT,Italy,XL,FC,VH,4.0,A,51.2,159,12.7,601+,5.6,701+,47.8,284,7.5,701+,6.8,701+,59.0,255,24.2,345,92.1,77=,37.0,University of Milan,"{""entities"": {""Q46210"": {""type"": ""item"", ""id"": ""Q46210"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Milan, Italy""}}}}, ""success"": 1}"
115,=276,325=,University of Strathclyde,UK,United Kingdom,L,CO,VH,4.0,A,26.3,334,34.6,281,17.7,701+,33.7,405,93.3,161,67.0,222,61.6,235,24.0,353,59.2,252=,37.0,University of Strathclyde,"{""entities"": {""Q1859178"": {""type"": ""item"", ""id"": ""Q1859178"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Glasgow, Scotland, UK""}}}}, ""success"": 1}"
116,280,253=,University of Navarra,ES,Spain,L,FC,HI,4.0,B,29.0,300,61.2,130,56.5,260,15.1,635,25.2,531,74.8,186,28.9,464,28.4,282,45.6,333,36.8,University of Navarra,"{""entities"": {""Q926068"": {""type"": ""item"", ""id"": ""Q926068"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""Non-profit private pontifical university in Pamplona, Spain""}}}}, ""success"": 1}"
117,=281,207,University of Bergen,NO,Norway,L,FC,VH,3.0,A,32.7,269,5.4,601+,67.1,197,31.2,426,92.3,171,14.3,635,69.3,200,23.6,358,57.7,259=,36.6,University of Bergen,"{""entities"": {""Q204457"": {""type"": ""item"", ""id"": ""Q204457"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Norway""}}}}, ""success"": 1}"
